original_Nr. Matricola,original_Cod. Cli/For,original_RAGIONESOCIALE,original_Commessa,original_Cod. Dest.,original_H2DES,original_INDIRIZZO,original_CITTA,original_CAP,original_PROVINCIA,original_NAZIONE,original_LONG,original_LAT,original_Fatt-Fitt,lat,lon,formatted,name,housenumber,district,street,postcode,suburb,city,county,county_code,state,state_code,country,country_code,confidence,confidence_city_level,confidence_street_level,attribution,attribution_license,attribution_url
L792116,1201002223,CAMEC SRL,L7005,,,VIA CUSINATI 26,ROSSANO VENETO,36028,VI,Italia,11.794609642,45.70111334,-1412,,,,,,,,,,,,,,,,,,,,,,
LM1002097,1201002223,CAMEC SRL,LM098,,Linea SIRIO_M,VIA CUSINATI 26,ROSSANO VENETO,36028,VI,Italia,11.794609642,45.70111334,2717,,,,,,,,,,,,,,,,,,,,,,
L594127,1201002224,MEC. CARP. SRL,L5035,,,VICOLO TREVISO 2 - SIGNORESSA,TREVIGNANO,31040,TV,Italia,12.129667685,45.73397343,67,,,,,,,,,,,,,,,,,,,,,,
B97082,1201002226,M.I.V.V. SPA,SB042,,Linea SPAZIO,ZONA INDUSTRIALE,SANT'OMERO,64027,TE,Italia,13.785975056,42.79395994,-3395,42.7976,13.794958,"64027 Comune di Sant'Omero (Sant'Omero), Italia",,,Comune di Sant'Omero,,64027,,Sant'Omero,Teramo,TE,Abruzzo,ABR,Italia,it,0.5,1,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
B98089,1201002226,M.I.V.V. SPA,SB049,,Linea SPAZIO,ZONA INDUSTRIALE,SANT'OMERO,64027,TE,Italia,13.785975056,42.79395994,-966,42.7976,13.794958,"64027 Comune di Sant'Omero (Sant'Omero), Italia",,,Comune di Sant'Omero,,64027,,Sant'Omero,Teramo,TE,Abruzzo,ABR,Italia,it,0.5,1,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
L93598103,1201002226,M.I.V.V. SPA,LB045,,Linea LEM_93,ZONA INDUSTRIALE,SANT'OMERO,64027,TE,Italia,13.785975056,42.79395994,3372,42.7976,13.794958,"64027 Comune di Sant'Omero (Sant'Omero), Italia",,,Comune di Sant'Omero,,64027,,Sant'Omero,Teramo,TE,Abruzzo,ABR,Italia,it,0.5,1,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
VM0608038,1201002060,NARDINI SPA,VM038,,,VIA VALDEMONEGHE 14/16,MIGNAGOLA DI CARBONERA,31030,TV,Italia,12.322723200,45.6765538,3316,,,,,,,,,,,,,,,,,,,,,,
AM2402058,1201002177,TECHNOS SRL -SOCIETA' A SOCIO UNICO,AM039,,Linea AREA_M,VIA DORSALE 13,MASSA,54100,MS,Italia,10.099132300,44.0287474,4283,44.0287474,10.0991323,"Tecnel Srl, Via Dorsale, 13, 54100 Massa MS, Italia",Tecnel Srl,13,,Via Dorsale,54100,Alteta,Massa,Massa-Carrara,MS,Toscana,TOS,Italia,it,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
LM0608164,1201001088,STILMEC SRL,LM165,,,VIA DON G. DELL'ACQUA 2H,BARZAGO,23890,LC,Italia,9.317265098,45.75062777,-2681,,,,,,,,,,,,,,,,,,,,,,
VM0407010,1201002228,SEFA ACCIAI LAVORAZ.MECC.SRL,VM010,1,,"VIA DEL PANTANO, 16/B",CAMPI BISENZIO CAPALLE,50013,FI,Italia,11.132326174,43.84730374,2299,43.839974,11.13189,"Comune di Campi Bisenzio (Capalle), TOS, Italia",,,Comune di Campi Bisenzio,,,,Capalle,Provincia di Firenze,,Toscana,TOS,Italia,it,0.08333333333333334,0.33333333333333337,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
TM3508024,1201002158,STELLANTIS EUROPE S.P.A.,TM024,2,,"VIA BISCARETTI R. DI RUFFIA,90",TORINO,10135,TO,Italia,7.575223824,45.05148535,-2068,45.0237294,7.6209624,"Via Roberto Biscaretti di Ruffia, 90a, 10135 Torino Torino, Italia",,90a,Il Villaggio,Via Roberto Biscaretti di Ruffia,10135,Circoscrizione 2,Torino,Torino,TO,Piemonte,PIE,Italia,it,0.855,1,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
B96063,1201002230,C.C.E. COSTRUZ.CHIUSURE ERMETICHE SRL,SB023,,Linea SPAZIO,VIA DELL'ARTIGIANATO 16,VILLA DEL CONTE,35010,PD,Italia,11.849448200,45.6049795,-3361,45.604349,11.8527605,"Via dell'Artigianato, 16, 35010 Abbazia Pisani PD, Italia",,16,,Via dell'Artigianato,35010,,Abbazia Pisani,Padova,PD,Veneto,VEN,Italia,it,1,1,1,,,
GM1008040,1201000812,VESCO & GOTTARDO SRL,GM040,,,VIA MACCHIAVELLI 18,MOGLIANO VENETO,31021,TV,Italia,12.232337793,45.5543288,-4409,45.5612886,12.2376973,"31021 Mogliano Veneto, Italia",,,,,31021,,Mogliano Veneto,Treviso,TV,Veneto,VEN,Italia,it,0.25,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
LM0496004,1201001946,M.T. MANUTENZIONE MECCANICA TORNERIA METALLI SRL,LM004,,Linea SIRIO_M,VIA DEGLI EMIGRANTI 13,CIVIDATE CAMUNO,25040,BS,Italia,10.254369670,45.93842817,-1261,,,,,,,,,,,,,,,,,,,,,,
VM0608035,1201002017,MECCANICA GN SPA,VM035,,,V.LE J. A. FLEMING 15,CARPI,41012,MO,Italia,10.854111519,44.79663273,3550,44.7686955,10.8762595,"Via Piazzale Alpi, 15, 41012 Carpi MO, Italia",,15,Unione delle Terre d'Argine,Via Piazzale Alpi,41012,Quartirolo,Carpi,Modena,MO,Emilia-Romagna,EMI,Italia,it,0.2857142857142857,1,0.2857142857142857,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
AM0808105,1201001364,OFF.MECC.FRIGERIO SRL,AM108,,,VIA RAFFAELLO 6/11,CESANA BRIANZA,22030,LC,Italia,9.306011898,45.81386455,4773,,,,,,,,,,,,,,,,,,,,,,
DM4008008,1201002037,MODELLERIA MODENESE SRL,DM008,,,VIA DELLA TECNICA 20,MODENA,41122,MO,Italia,10.976519005,44.63839125,-4895,44.6386386,10.9765837,"Via Della Tecnica, 20, 41122 Modena MO, Italia",,20,Saliceto Panaro,Via Della Tecnica,41122,Buon Pastore-Sant'Agnese-San Damaso,Modena,Modena,MO,Emilia-Romagna,EMI,Italia,it,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
RV1504029,1201002241,CIOFINI GIANCARLO SRL,RV029,,Linea RAID,STR. BATTIFOGLIA 10/G,CASTEL DEL PIANO,6132,PG,Italia,12.325057641,43.0711537,-2907,,,,,,,,,,,,,,,,,,,,,,
RV1502005,1201002241,CIOFINI GIANCARLO SRL,RV005,,Linea RAID,STR. BATTIFOGLIA 10/G,CASTEL DEL PIANO,6132,PG,Italia,12.325057641,43.0711537,-3245,,,,,,,,,,,,,,,,,,,,,,
AM2007110,1201001899,ME.TEC SRL,AM090,2,Linea AREA_M Evolu.,VIA S.ISIDORO 2-4-6,FOLLO,19020,SP,Italia,9.866357254,44.16194312,-2421,,,,,,,,,,,,,,,,,,,,,,
AM1208124,1201001899,ME.TEC. SRL,AM103,1,,VIA SAN ISIDORO 2-4-6,FOLLO LA SPEZIA,19020,SP,Italia,9.866346525,44.1619893,703,44.162184,9.866001,"Via S. Isidoro, Follo SP, Italia",,,Comune di Vezzano Ligure,Via S. Isidoro,,,Follo,La Spezia,SP,Liguria,LIG,Italia,it,0.16666666666666669,0.33333333333333337,0.33333333333333337,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
XM1008046,1201002044,S.C.M. ZANUSSI SRL,XM038,,,ZONA IND. VIA CHIAVORNICCO 82,CORDENONS,33084,PN,Italia,12.703062393,45.96046925,-3922,,,,,,,,,,,,,,,,,,,,,,
GM1609049,1201002122,MORET SRL,GM049,,,VIA DELL'ARTIGIANATO 2,MEL,32026,BL,Italia,12.102575669,46.07078662,2795,46.02549195,12.105769480661987,"32026 Borgo Valbelluna, Italia",,,,,32026,Mel,Borgo Valbelluna,Belluno,BL,Veneto,VEN,Italia,it,0.25,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
GM0608041,1201002049,FOC CISCATO SPA,GM041,,,VIA PASIN 1,SEGHE DI VELO D'ASTICO,36010,VI,Italia,11.369899712,45.79971478,2491,,,,,,,,,,,,,,,,,,,,,,
AM1409137,1201001692,PALMIERI S.P.A.,AM118,1,,LOCALITA' CANEVACCIA N°380,GAGGIO MONTANO,40041,BO,Italia,10.973921803,44.25843932,-1533,44.260301,10.977177,"M.o Canevaccia, 40041 Comune di Gaggio Montano BO, Italia",M.o Canevaccia,,,,40041,,Comune di Gaggio Montano,Bologna,BO,Emilia-Romagna,EMI,Italia,it,0.45927,0.81,0.45927,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
GM1009047,1201002109,RE FRASCHINI ELIGIO SPA,GM047,,,VIA XX SETTEMBRE 85,LEGNANO,20025,MI,Italia,8.908201900,45.5882861,-4224,45.583917,8.911356,"Via 20 Settembre, 85, 20025 Legnano MI, Italia",,85,Comune di Legnano,Via 20 Settembre,20025,,Legnano,Milano,MI,Lombardia,LOM,Italia,it,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
SM1208001,1201001780,OFF. MECC. BERTOLINI SRL,SM001,,Obsoleta,VIA VENETO 77,TALAMONA,23018,SO,Italia,9.600488600,46.138377,-1464,46.138377,9.6004886,"Officine Meccaniche Bertolini Srl, Via Veneto, 77, 23018 Talamona SO, Italia",Officine Meccaniche Bertolini Srl,77,,Via Veneto,23018,,Talamona,Sondrio,SO,Lombardia,LOM,Italia,it,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
L292173,1201002268,RICCI SALVATORE PROGETTAZ.COSTRUZ.E MAN.STAMPI,L2121,,,VIA DEI LAPIDARI 13 M,BOLOGNA,40129,BO,Italia,11.346925900,44.536059,-2724,44.537932,11.346887,"Via Dei Lapidari, 13, 40129 Bologna BO, Italia",,13,Bologna,Via Dei Lapidari,40129,Sostegnazzo,Bologna,Bologna,BO,Emilia-Romagna,EMI,Italia,it,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
GM0609046,1201000937,BIFRANGI SPA,GM046,,,VIA MANZONI 14 CAS.POST.79,MUSSOLENTE,36065,VI,Italia,11.791141269,45.77306511,-691,45.7715545,11.7982866,"Via Manzoni, 14, 36065 Mussolente VI, Italia",,14,,Via Manzoni,36065,,Mussolente,Vicenza,VI,Veneto,VEN,Italia,it,1,1,1,,,
M1000024,1201002261,SAPRE COSTRUZIONI SRL,XM012,,Linea M_ARX,V.LE DELL'INDUSTRIA 18,FONTANIVA,35014,PD,Italia,11.765193427,45.62439484,1657,45.623972,11.765033,"Viale dell'Industria, 18, 35014 Fontaniva PD, Italia",,18,Comune di Fontaniva,Viale dell'Industria,35014,,Fontaniva,Padova,PD,Veneto,VEN,Italia,it,0.9,1,0.9,© OpenAddresses contributors,BSD-3-Clause License,
LM0602104,1201002261,SAPRE COSTRUZIONI SRL,LM105,,Linea SIRIO_M,V.LE DELL'INDUSTRIA 18,FONTANIVA,35014,PD,Italia,11.765193427,45.62439484,-1954,45.623972,11.765033,"Viale dell'Industria, 18, 35014 Fontaniva PD, Italia",,18,Comune di Fontaniva,Viale dell'Industria,35014,,Fontaniva,Padova,PD,Veneto,VEN,Italia,it,0.9,1,0.9,© OpenAddresses contributors,BSD-3-Clause License,
AM1696024,1201002261,SAPRE COSTRUZIONI SRL,AM005,,Linea AREA_M,V.LE DELL'INDUSTRIA 18,FONTANIVA,35014,PD,Italia,11.765193427,45.62439484,2180,45.623972,11.765033,"Viale dell'Industria, 18, 35014 Fontaniva PD, Italia",,18,Comune di Fontaniva,Viale dell'Industria,35014,,Fontaniva,Padova,PD,Veneto,VEN,Italia,it,0.9,1,0.9,© OpenAddresses contributors,BSD-3-Clause License,
AM1204073,1201002261,SAPRE COSTRUZIONI SRL,AM054,,Linea AREA_M,V.LE DELL'INDUSTRIA 18,FONTANIVA,35014,PD,Italia,11.765193427,45.62439484,3559,45.623972,11.765033,"Viale dell'Industria, 18, 35014 Fontaniva PD, Italia",,18,Comune di Fontaniva,Viale dell'Industria,35014,,Fontaniva,Padova,PD,Veneto,VEN,Italia,it,0.9,1,0.9,© OpenAddresses contributors,BSD-3-Clause License,
AM1103068,1201002261,SAPRE COSTRUZIONI SRL,AM049,,Linea AREA_M,V.LE DELL'INDUSTRIA 18,FONTANIVA,35014,PD,Italia,11.765193427,45.62439484,1685,45.623972,11.765033,"Viale dell'Industria, 18, 35014 Fontaniva PD, Italia",,18,Comune di Fontaniva,Viale dell'Industria,35014,,Fontaniva,Padova,PD,Veneto,VEN,Italia,it,0.9,1,0.9,© OpenAddresses contributors,BSD-3-Clause License,
DM0409009,1201002154,FERRARI S.P.A.,DM009,2,,VIA MUSSO,MARANELLO,41100,MO,Italia,10.867400128,44.53296531,3755,44.5334276,10.8662065,"Via Luigi Musso, 41053 Maranello MO, Italia",Via Luigi Musso,,Unione dei comuni del Distretto Ceramico,Via Luigi Musso,41053,,Maranello,Modena,MO,Emilia-Romagna,EMI,Italia,it,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
DM0409010,1201002154,FERRARI S.P.A.,DM010,2,,VIA MUSSO,MARANELLO,41100,MO,Italia,10.867400128,44.53296531,3345,44.5334276,10.8662065,"Via Luigi Musso, 41053 Maranello MO, Italia",Via Luigi Musso,,Unione dei comuni del Distretto Ceramico,Via Luigi Musso,41053,,Maranello,Modena,MO,Emilia-Romagna,EMI,Italia,it,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SV1709041,1201000092,RACING BULLS S.P.A.,SV041,,,VIA BOARIA 229,FAENZA,48018,RA,Italia,11.863953285,44.30804803,-100,44.3078834,11.8643328,"Via Boaria, 229, 48018 Faenza RA, Italia",,229,,Via Boaria,48018,Quartiere Centro Nord,Faenza,Ravenna,RA,Emilia-Romagna,EMI,Italia,it,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
VM0408019,1201002275,S.TI.P. S.R.L.,VM019,,,VIA LAZIO 24 Z.I. SCHIO 1,SANTORSO,36014,VI,Italia,11.397885415,45.72339044,733,,,,,,,,,,,,,,,,,,,,,,
AM1209129,1201002086,ITALGRU SRL,AM110,,,STRADA STATALE BRIANTEA 4,AMBIVERE,24030,BG,Italia,9.548058414,45.72604109,3583,45.724649,9.551883,"Via Strada Statale Briantea, 4, 24030 Ambivere BG, Italia",,4,,Via Strada Statale Briantea,24030,,Ambivere,Bergamo,BG,Lombardia,LOM,Italia,it,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
TM3509026,1201002263,S.C.M. SRL SOCIETA' COSTRUZIONI METALMECCANICHE,TM026,,,VIA DEI MAESTRI ARTIGIANI 6,MASSAFRA,74016,TA,Italia,17.106222501,40.58025811,526,40.5802337,17.1060857,"S.C.M. Societa' Costruzioni Metalmeccaniche (S.R.L.), Via Maestri Artigiani, 6, 74016 Massafra TA, Italia",S.C.M. Societa' Costruzioni Metalmeccaniche (S.R.L.),6,Comune di Massafra,Via Maestri Artigiani,74016,,Massafra,Taranto,TA,Puglia,PUG,Italia,it,0.9,1,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
L287061,1201002041,NUOVA ELETROFER SPA,L2049,,,VIA GAMBARATO 20,SERRAVALLE SCRIVIA,15069,AL,Italia,8.856745100,44.7266322,1629,44.7340182,8.8507631,"Nuova Eletrofer Spa, Via Gambarato, 20, 15069 Serravalle Scrivia AL, Italia",Nuova Eletrofer Spa,20,,Via Gambarato,15069,,Serravalle Scrivia,Alessandria,AL,Piemonte,PIE,Italia,it,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SM1409006,1201002200,A.G.M. ITALIANA SRL,SM006,,,VIA PELLICE 81,RIVOLI,10090,TO,Italia,7.628890185,45.11477926,750,45.0765817,7.5567544,"A.G.M. Italiana, Via Pellice, 81, 10098 Rivoli Torino, Italia",A.G.M. Italiana,81,Maiasco,Via Pellice,10098,Cascine Vica,Rivoli,Torino,TO,Piemonte,PIE,Italia,it,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
L93498105,1201002282,DANIELI SRL LAVORAZIONE STAMPI,LB047,,Linea LEM_93,VIA BAGATTE 8/B,BEDIZZOLE,25081,BS,Italia,10.425817900,45.4944873,1038,,,,,,,,,,,,,,,,,,,,,,
L93597088,1201002282,DANIELI SRL LAVORAZIONE STAMPI,LB030,,Linea LEM_93,VIA BAGATTE 8/B,BEDIZZOLE,25081,BS,Italia,10.425817900,45.4944873,-1271,,,,,,,,,,,,,,,,,,,,,,
VM0609049,1201002162,BONFANTI SRL,VM049,1,,STRADA STATALE BRIANTEA N. 4,AMBIVERE,24030,BG,,9.550591695,45.72530512,-1162,45.724649,9.551883,"Via Strada Statale Briantea, 4, 24030 Ambivere BG, Italia",,4,,Via Strada Statale Briantea,24030,,Ambivere,Bergamo,BG,Lombardia,LOM,Italia,it,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
VM0809045,1201002201,PLEBANI GIACOMO - OFFICINA MECCANICA,VM045,,,VIALE DELL'ARTIGIANATO 20,VERDELLO,24049,BG,Italia,9.644792767,45.59391624,3637,45.594124,9.644748,"Viale dell'Artigianato, 20, 24049 Pognano BG, Italia",,20,Pognano,Viale dell'Artigianato,24049,,Pognano,Bergamo,BG,Lombardia,LOM,Italia,it,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
L93602152,1201001418,TELCOM SPA,LB095,,Linea LEM_93,VIA DELL'INDUSTRIA 1,OSTUNI,72017,BR,Italia,17.579609600,40.7555138,-4483,40.727631,17.576406,"72017 Ostuni, Italia",,,,,72017,,Ostuni,Brindisi,BR,Puglia,PUG,Italia,it,0.25,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
VM1209051,1201002168,BIEMMEGI SRL,VM051,,,VIA JESI 11,PESARO,61100,PU,Italia,12.889064600,43.9050566,-2802,43.904505,12.888041,"Via Jesi, 11, 61122 Pesaro PU, Italia",,11,Comune di Pesaro,Via Jesi,61122,,Pesaro,Pesaro e Urbino,PU,Marche,MAR,Italia,it,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
DM0409011,1201000092,RACING BULLS S.P.A.,DM011,,,VIA BOARIA 229,FAENZA,48018,RA,Italia,11.863953285,44.30804803,-3487,44.3078834,11.8643328,"Via Boaria, 229, 48018 Faenza RA, Italia",,229,,Via Boaria,48018,Quartiere Centro Nord,Faenza,Ravenna,RA,Emilia-Romagna,EMI,Italia,it,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SV1709045,1201000092,SCUDERIA TORO ROSSO SPA,SV045,1,,VIA DELLA BOARIA 64,FAENZA,48018,RA,Italia,11.863953285,44.30804803,-1363,44.3066993,11.8641686,"Via Boaria, 64, 48018 Faenza RA, Italia",,64,,Via Boaria,48018,Quartiere Centro Nord,Faenza,Ravenna,RA,Emilia-Romagna,EMI,Italia,it,0.9,1,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
L285031,1201002294,CECOMP SPA,L2022,1,,"VIA RONCHI, 8/14",LA LOGGIA,10040,TO,Italia,7.669983842,44.96257419,3323,,,,,,,,,,,,,,,,,,,,,,
XM1409057,1201002187,ADK D.O.O.,XM048,,,MIKLAVSKA CESTA 59,HOCE SLOVENIA,2311,,Slovenia,15.659487942,46.49521002,-946,46.4946482,15.660894283734592,"Miklavška cesta 59, 2311 Spodnje Hoče, Slovenia",,59,,Miklavška cesta,2311,,Spodnje Hoče,,,,,Slovenia,si,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
XM1609052,1201000963,FIMECO SRL,XM043,1,,ZONA INDUSTRIALE,CONTROGUERRA,64010,TE,Italia,13.807969144,42.86758422,2055,42.855366,13.821078,"64010 Comune di Controguerra (Controguerra), Italia",,,Comune di Controguerra,,64010,,Controguerra,Teramo,TE,Abruzzo,ABR,Italia,it,0.5,1,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
L68941,1201000016,ROECHLING AUTOMOTIVE ITALIA SRL,L6004,,,VIA A. NOBEL 11,LAIVES,39055,BZ,Italia,11.327734332,46.41765363,-2647,46.416494,11.32845,"Via Albert Nobel, 11, 39055 Laives BZ, Italia",,11,Laives,Via Albert Nobel,39055,,Laives,Bolzano,BZ,Trentino-Alto Adige/Sudtirol,,Italia,it,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
L93596059,1201000016,ROECHLING AUTOMOTIVE ITALIA SRL,LB001,,Linea LEM_93,VIA A. NOBEL 11,LAIVES,39055,BZ,Italia,11.327734332,46.41765363,3176,46.416494,11.32845,"Via Albert Nobel, 11, 39055 Laives BZ, Italia",,11,Laives,Via Albert Nobel,39055,,Laives,Bolzano,BZ,Trentino-Alto Adige/Sudtirol,,Italia,it,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
L189108,1201000016,ROECHLING AUTOMOTIVE ITALIA SRL,L1018,,,VIA A. NOBEL 11,LAIVES,39055,BZ,Italia,11.327734332,46.41765363,-3803,46.416494,11.32845,"Via Albert Nobel, 11, 39055 Laives BZ, Italia",,11,Laives,Via Albert Nobel,39055,,Laives,Bolzano,BZ,Trentino-Alto Adige/Sudtirol,,Italia,it,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
TM3508021,1201000696,FCF SRL,TM021,,,VIA DELL'OLMO 5,VARMO,33030,UD,Italia,12.990770518,45.87953045,3875,45.8799352,12.990809,"Via dell'Olmo, 5, 33030 Madrisio Udine, Italia",,5,,Via dell'Olmo,33030,Zona insdustriale Varmo,Madrisio,Udine,UD,Friuli-Venezia Giulia,,Italia,it,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
B95030,1201000696,FCF SRL,4495,,Obsoleta,VIA DELL'OLMO 5,VARMO,33030,UD,Italia,12.990770518,45.87953045,-4346,45.8799352,12.990809,"Via dell'Olmo, 5, 33030 Madrisio Udine, Italia",,5,,Via dell'Olmo,33030,Zona insdustriale Varmo,Madrisio,Udine,UD,Friuli-Venezia Giulia,,Italia,it,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
L93703167,1201000696,FCF SRL,LB110,,Linea LEM_93,VIA DELL'OLMO 5,VARMO,33030,UD,Italia,12.990770518,45.87953045,4350,45.8799352,12.990809,"Via dell'Olmo, 5, 33030 Madrisio Udine, Italia",,5,,Via dell'Olmo,33030,Zona insdustriale Varmo,Madrisio,Udine,UD,Friuli-Venezia Giulia,,Italia,it,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
GM0609045,1201000696,FCF SRL,GM045,,,VIA DELL'OLMO 5,VARMO,33030,UD,Italia,12.990770518,45.87953045,2101,45.8799352,12.990809,"Via dell'Olmo, 5, 33030 Madrisio Udine, Italia",,5,,Via dell'Olmo,33030,Zona insdustriale Varmo,Madrisio,Udine,UD,Friuli-Venezia Giulia,,Italia,it,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
AM1206088,1201000696,FCF SRL,AM068,,,VIA DELL'OLMO 5,VARMO,33030,UD,Italia,12.990770518,45.87953045,-226,45.8799352,12.990809,"Via dell'Olmo, 5, 33030 Madrisio Udine, Italia",,5,,Via dell'Olmo,33030,Zona insdustriale Varmo,Madrisio,Udine,UD,Friuli-Venezia Giulia,,Italia,it,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
LM1201073,1201000696,FCF SRL,LM074,,Linea SIRIO_M,VIA DELL'OLMO 5,VARMO,33030,UD,Italia,12.990770518,45.87953045,-2912,45.8799352,12.990809,"Via dell'Olmo, 5, 33030 Madrisio Udine, Italia",,5,,Via dell'Olmo,33030,Zona insdustriale Varmo,Madrisio,Udine,UD,Friuli-Venezia Giulia,,Italia,it,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
L93597075,1201000696,FCF SRL,LB017,,Linea LEM_93,VIA DELL'OLMO 5,VARMO,33030,UD,Italia,12.990770518,45.87953045,-2504,45.8799352,12.990809,"Via dell'Olmo, 5, 33030 Madrisio Udine, Italia",,5,,Via dell'Olmo,33030,Zona insdustriale Varmo,Madrisio,Udine,UD,Friuli-Venezia Giulia,,Italia,it,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
B96051,1201000696,FCF SRL,SB011,,Linea SPAZIO,VIA DELL'OLMO 5,VARMO,33030,UD,Italia,12.990770518,45.87953045,-3399,45.8799352,12.990809,"Via dell'Olmo, 5, 33030 Madrisio Udine, Italia",,5,,Via dell'Olmo,33030,Zona insdustriale Varmo,Madrisio,Udine,UD,Friuli-Venezia Giulia,,Italia,it,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
B01117,1201002305,ALTEO STAMPI SRL,SB077,,Linea SPAZIO,CONTRADA VALDASO N.2,CAMPOFILONE,63016,AP,Italia,13.799263383,43.07238631,-4475,,,,,,,,,,,,,,,,,,,,,,
GM1009059,1201000655,CURTI COSTRUZIONI MECCANICHE SPA,GM059,,,VIA EMILIA PONENTE 750,CASTEL BOLOGNESE,48014,RA,Italia,11.784148266,44.32682582,2860,44.3262709,11.7844804,"Via Emilia Ponente, 750, 48014 Castel Bolognese RA, Italia",,750,,Via Emilia Ponente,48014,,Castel Bolognese,Ravenna,RA,Emilia-Romagna,EMI,Italia,it,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
AM0809139,1201001702,DE IULIIS MACCHINE SPA,AM120,,,VIA DELLE INDUSTRIE 3,FISCIANO,84084,SA,Italia,14.770940641,40.7858348,-663,40.7857738,14.7709499,"De Iuliis Macchine, Via delle Industrie, 3, 84084 Fisciano SA, Italia",De Iuliis Macchine,3,,Via delle Industrie,84084,,Fisciano,Salerno,SA,Campania,CAM,Italia,it,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
LM0699041,1201000262,S.C.S. SRL,LM042,,Linea SIRIO_M,VIA MILANO 12,PONTOGLIO,25037,BS,Italia,9.857811322,45.58153195,1159,,,,,,,,,,,,,,,,,,,,,,
GM0609056,1201000984,FORGIALLUMINIO 3 SRL,GM056,,,VIA E. FERMI 2,PEDAVENA,32034,BL,Italia,11.886467371,46.03446264,-1824,,,,,,,,,,,,,,,,,,,,,,
B94009,1201001266,S.C.R.- STAMPI CERAMICHE ROTEGLIA -SRL,6694,,Obsoleta,VIA GIOTTO 4,CASTELLARANO,42014,RE,Italia,10.739397572,44.51937002,-1947,44.5191447,10.7391942,"Via Giotto, 4, 42014 Castellarano Reggio nell'Emilia, Italia",,4,,Via Giotto,42014,Castellarano,Castellarano,Reggio nell'Emilia,,Emilia-Romagna,EMI,Italia,it,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
LM0497013,1201001225,LAMES SRL,LM014,,Linea SIRIO_M,VIA DELL'ARTIGIANATO 21,PIEVE DI CURTAROLO,35010,PD,Italia,11.831249900,45.5361053,-769,,,,,,,,,,,,,,,,,,,,,,
L93696061,1201002348,DEMO TECHNOLOGY SRL,LB003,,Linea LEM_93,VICOLO TORRICELLI 1,PIONCA DI VIGONZA,35010,PD,Italia,11.975991500,45.4738822,3921,,,,,,,,,,,,,,,,,,,,,,
